Orthogroup,ID,idv_id,DRR,species_x,Genus,Family,MaSp2,MaSp3,MaSp2B,MaSp3B,AcSp,AgSp1,AgSp2,PySp,CySp,Flag,Spidroin,sp.,family,genus,species_y,ncbi_tax_id,wsc_lsid,type_of_web,sex,sampled_at,country,size,toughness,toughness_sd,young's_modulus,young's_modulus_sd,tensile_strength,tensile_strength_sd,strain_at_break,strain_at_break_sd,one_percent_weightloss,five_percent_weightloss,ten_percent_weightloss,crystallinity,birefringence,birefringence_sd,diameter,diameter_sd,water_content,supercontraction,supercontraction_sd
153,5146-W1_S22,5146.0,DRR296667,bonadea,Argyrodes,Theridiidae,12.761052944372551,8.237693535146107,7.451211111832329,7.4629201948605735,15.914732387790988,11.32844296123627,5.584962500721156,13.74630719912665,16.8207176751064,6.727921271182803,9.060387206192328,13.437000669148002,Theridiidae,Argyrodes,bonadea,1529479.0,urn:lsid:nmbe.ch:spidersp:006996,Unknown,Female,2017-04-10,Japan,2.0,0.067,0.016,1.65,0.55,0.71,0.2,25.6,5.1,,,,,71.0,14.4,0.65,0.02,,,
157,5199-W1_S22,5199.0,DRR297188,-,Orsinome,Tetragnathidae,16.560381720383514,9.17166625376432,8.060858887586821,8.93047289962876,6.614709844115208,4.45957915944918,9.432543107157267,8.000001239815518,4.807356467801463,16.36232560010789,12.355344182209663,21.63944324761293,Tetragnathidae,Orsinome,sp. (OTU0371),2337537.0,,Unknown,Female,2017-04-15,Malaysia,7.0,0.1,0.039,13.6,2.45,1.15,0.24,16.8,3.2,193.0,245.0,278.0,26.0,48.0,10.3,0.47,0.06,11.7,,
158,5209-W1_S8,5209.0,DRR297461,spinipes,Gea,Araneidae,18.506079515007208,6.874559572768504,8.78135971352466,6.768184324776926,18.833307298553933,17.34419546965554,14.214091390250262,17.827757137315785,16.037951896481935,14.870654987168862,12.601796722324886,14.909341910138922,Araneidae,Gea,spinipes,1538127.0,urn:lsid:nmbe.ch:spidersp:016112,Unknown,Female,2017-04-15,Malaysia,5.0,0.141,0.025,4.66,0.82,1.54,0.17,21.9,3.8,201.0,273.0,306.0,,48.2,6.4,0.51,0.03,15.1,,
161,5214-W1_S24,5214.0,DRR297685,dehaani,Parawixia,Araneidae,16.58014856612031,12.470404678873361,7.948367056358548,7.651051742217818,18.021021669940488,16.130360440781946,12.25059465522176,15.090651613437077,10.888746292555473,16.11929406229388,10.68119017974005,14.426147804211855,Araneidae,Parawixia,dehaani,2337571.0,urn:lsid:nmbe.ch:spidersp:016893,Unknown,Female,2017-04-15,Malaysia,18.0,0.099,0.029,5.98,0.42,1.12,0.24,26.9,1.2,233.0,285.0,304.0,20.0,37.6,9.2,2.66,0.19,6.1,43.9,5.6
162,5218-W1_S1,5218.0,DRR297275,-,Chrysso,Theridiidae,17.496816444124637,5.426264754702098,7.960001932068081,5.426264754702098,11.712956825154087,8.750789891499315,9.482807956726667,2.59040800240878,0.0,9.552374691191522,5.672425341971495,18.883077135356743,Theridiidae,Chrysso,sp. (OTU0856),2337346.0,,Unknown,Female,2017-04-15,Malaysia,4.0,0.106,0.025,5.51,2.09,1.05,0.21,18.4,6.2,269.0,293.0,307.0,10.0,39.3,5.2,0.72,0.04,15.7,,
163,5219-W1_S2,5219.0,DRR297005,kuhli,Gasteracantha,Araneidae,17.673582094524935,10.117643102218869,12.629180314068046,5.459431639589163,12.502434985991218,14.564732874029515,12.509032792732791,13.586448528293207,15.607208292887709,14.100203931299172,15.644698833906846,15.016726379758905,Araneidae,Gasteracantha,kuhli,216277.0,urn:lsid:nmbe.ch:spidersp:016031,Unknown,Female,2017-04-15,Malaysia,5.0,0.102,0.015,3.23,0.09,0.64,0.05,30.9,1.2,230.0,283.0,302.0,17.0,29.0,2.5,2.0,0.03,6.1,,
164,5224-W1_S3,5224.0,DRR297656,-,Orsinome,Tetragnathidae,14.745212785374232,7.153778001612078,7.8874247416134216,6.923592548481389,3.807354922057604,3.585496559698477,7.179913865825096,6.005793935224646,2.807354922057604,14.803365435788209,10.864340760924831,19.83509495313839,Tetragnathidae,Orsinome,sp. (OTU0371),2337537.0,,Unknown,Female,2017-04-16,Malaysia,8.0,0.225,0.04,7.96,0.4,1.76,0.08,24.7,4.3,243.0,279.0,296.0,9.0,38.2,4.1,0.69,0.02,6.6,,
165,5227-W1_S10,5227.0,DRR297224,-,Orsinome,Tetragnathidae,10.33244192228813,6.266786540694901,8.388017285345136,6.266786540694901,4.087462841250339,3.0,6.569855608330948,1.584962500721156,3.7004398516458656,5.700439724820049,6.129283016944966,11.938841109057494,Tetragnathidae,Orsinome,sp. (OTU0371),2337537.0,,Unknown,Unknown,2017-04-16,Malaysia,4.0,0.154,0.028,6.4,1.79,1.66,0.27,20.5,4.0,,,,,44.9,9.6,0.47,0.04,,,
166,5229-W1_S4,5229.0,DRR297425,-,-,Araneidae,14.303757159154372,13.079527418430812,8.433537037554784,11.671541049020957,6.131300142611808,8.395426298813987,6.153187195263477,4.588779386779303,2.5849624694627633,14.53588846388215,13.962938699156284,19.526104378909967,Araneidae,Gen.,sp. (OTU0160),2337813.0,,Unknown,Female,2017-04-16,Malaysia,4.0,0.036,0.015,3.07,0.89,0.71,0.14,13.2,2.5,,,,12.0,60.4,8.8,0.45,0.03,,,
169,5239-W1_S6,5239.0,DRR297203,-,Leucauge,Tetragnathidae,14.152543613007673,8.567857231384734,7.948367231584678,7.535073152072799,5.999999323736541,4.459763400343268,6.108524456778169,5.1306111687584455,3.584962500721156,6.3219302834288325,10.242878481649186,17.72707324950634,Tetragnathidae,Leucauge,sp. (OTU0111),2337457.0,,Unknown,Unknown,2017-04-16,Malaysia,3.0,0.105,0.074,5.41,2.02,1.47,0.5,21.7,1.7,248.0,269.0,293.0,,71.4,9.8,0.4,0.03,9.0,,
171,5249-W1_S7,5249.0,DRR296714,spinipes,Gea,Araneidae,16.704578908796872,5.470676767841562,7.839203788096944,5.169925001442312,17.459426866340557,12.82366321296734,10.3409627642517,13.68428893466184,16.439516772549965,14.408090053465896,12.172941240648445,13.018023889954618,Araneidae,Gea,spinipes,1538127.0,urn:lsid:nmbe.ch:spidersp:016112,Unknown,Female,2017-04-15,Malaysia,6.0,0.128,0.035,13.0,1.59,2.17,0.12,13.7,2.7,258.0,282.0,294.0,15.0,48.7,9.7,0.48,0.03,11.5,40.3,8.5
172,5268-W1_S12,5268.0,DRR297767,-,Mesida,Tetragnathidae,12.75714293505091,7.309794643874583,9.97940661667244,6.9502351004856875,7.04439440352563,11.79718556866209,7.172427508645482,5.3575530602482155,12.813580803290234,6.6865005271832185,11.856846601659367,19.43296196244319,Tetragnathidae,Mesida,sp. (OTU0499),2337481.0,,Unknown,Female,2017-04-15,Malaysia,5.0,0.091,0.033,3.14,0.75,1.18,0.19,19.1,4.3,242.0,275.0,301.0,,55.3,8.3,0.48,0.02,14.0,,
173,5281-W1_S8,5281.0,DRR296535,perpolita,Singa,Araneidae,18.409528843522594,13.493887639389978,12.427142078445977,6.94251450533924,17.130914321560212,17.391778645285015,14.395942512596772,13.373596885806807,17.03897467114321,16.397389383045766,13.50631759016489,14.696579602914602,Araneidae,Singa,perpolita,2337647.0,urn:lsid:nmbe.ch:spidersp:017059,Unknown,Female,2017-04-17,Malaysia,5.0,0.155,0.044,3.41,0.74,1.63,0.16,24.4,3.0,241.0,288.0,307.0,,77.0,19.7,0.38,0.02,7.7,,
174,5286-W1_S8,5286.0,DRR297350,poonaensis,Eriovixia,Araneidae,13.92476594228043,16.76108369358336,8.408009361079227,6.3750394313469245,16.16888652721582,13.165847759995403,12.477758266443889,14.31668395005656,16.638846358968387,16.465034139720103,13.812139746211582,13.82142561474942,Araneidae,Eriovixia,poonaensis,1750731.0,urn:lsid:nmbe.ch:spidersp:015900,Unknown,Female,2017-04-17,Malaysia,,0.241,0.059,12.8,2.34,1.56,0.13,27.6,6.2,216.0,279.0,278.0,8.0,65.4,8.7,0.47,0.03,7.5,,
175,5290-W1_S9,5290.0,DRR297228,tessellata,Leucauge,Tetragnathidae,17.31250264317094,8.199923764063309,8.21156969868109,7.459851168758196,10.380461085652518,15.839410956956158,13.217502629035463,13.722178241879575,14.638549044350144,17.575966809457217,12.133475705432359,15.818880169919765,Tetragnathidae,Leucauge,tessellata,521417.0,urn:lsid:nmbe.ch:spidersp:013820,Unknown,Female,2017-04-17,Malaysia,7.0,0.167,0.025,15.1,2.09,1.91,0.14,13.2,3.4,201.0,270.0,291.0,7.0,44.8,8.8,0.42,0.04,5.1,,
176,53-W30_S19,53.0,DRR297226,amabilis,Araneus,Araneidae,17.23126536417684,6.931574319041074,13.018775521320697,6.108524435869545,16.61075874136158,16.01903423464642,10.891671549061742,15.54680555052372,11.340961500641612,16.302704597495183,13.71312915218931,13.702874150069249,Araneidae,Araneus,amabilis,2337290.0,urn:lsid:nmbe.ch:spidersp:037655,Unknown,Unknown,2014-12-08,Japan,,0.128,0.032,6.17,0.79,0.92,0.15,25.7,3.7,,,,,41.0,7.8,1.72,0.13,,,
178,5318-W1_S10,5318.0,DRR296817,-,-,Theridiidae,16.42535143797121,7.182469263437832,7.066089190457772,6.744935288149925,6.408802536046126,11.996575038743977,5.169925001442312,11.663114198184203,4.908061108114617,10.002815015607053,9.429576402741603,19.707010449163768,Theridiidae,Gen.,sp. (OTU0462),2337882.0,,Unknown,Female,2017-04-17,Malaysia,6.0,0.106,0.036,8.94,1.95,1.0,0.18,18.0,4.2,209.0,286.0,307.0,6.0,37.8,4.1,0.81,0.03,4.7,,
179,5337-W1_S23,5337.0,DRR296531,-,Rhomphaea,Theridiidae,11.413781464227183,6.965784284662087,8.714245517666123,6.807354922057604,8.212149671377615,14.438973938460466,6.700439718141092,11.680416711479822,8.939789480461421,6.930737339341777,8.255990562028494,20.232106845036686,Theridiidae,Rhomphaea,sp. (OTU0325),2337633.0,,Unknown,Female,2017-04-17,Malaysia,4.0,0.104,0.006,1.9,0.56,0.77,0.04,31.1,9.8,,,,,61.5,10.2,0.54,0.02,,,
183,5398-W1_S24,5398.0,DRR297571,yunohamensis,Metleucauge,Tetragnathidae,14.802891422234952,6.20945336562895,8.447485228635008,6.149747119504682,4.5849626209457375,16.374937366805902,14.793605595238049,13.01087691898486,13.90867407648088,16.92822948826009,8.80159340718529,12.595378832078762,Tetragnathidae,Metleucauge,yunohamensis,1112435.0,urn:lsid:nmbe.ch:spidersp:013930,Unknown,Female,2017-05-16,Japan,10.0,0.14,0.017,9.3,0.93,0.97,0.09,19.4,2.5,184.0,266.0,295.0,24.0,53.8,2.0,1.12,0.03,12.0,,
184,5457-W1_S20,5457.0,DRR297608,pentagrammicus,Araneus,Araneidae,17.96626906397252,6.044394119358453,14.875129124621866,5.392317422778761,16.683040589997983,15.682140836999219,12.023988539131356,14.784344043478379,14.585077071412593,17.029859678121614,13.492960697429968,14.089455926902279,Araneidae,Araneus,pentagrammicus,2337294.0,urn:lsid:nmbe.ch:spidersp:015102,Unknown,Female,2017-05-23,Japan,8.0,0.05,0.013,2.19,0.37,0.36,0.09,34.5,3.8,285.0,302.0,316.0,14.0,39.0,5.9,1.09,0.04,19.0,,
186,5478-W1_S3,5478.0,DRR296822,coccineus,Acusilas,Araneidae,16.81282503399446,6.426264778035174,7.4565802177166765,6.409390959745284,17.86880319983313,14.20129121816704,10.611025645951244,15.338354769905534,10.381542951184585,16.585031684261438,14.724883316767574,14.567402839741746,Araneidae,Acusilas,coccineus,1662254.0,urn:lsid:nmbe.ch:spidersp:014455,Unknown,Female,2017-05-24,Japan,11.0,0.156,0.026,13.1,1.86,2.06,0.25,16.6,1.6,216.0,278.0,300.0,,43.5,4.1,0.57,0.03,7.0,,
191,5517-W1_S20,5517.0,DRR296489,seminiger,Araneus,Araneidae,15.270995189203422,10.359884018614144,10.876176736614102,7.864183356473145,16.855922663841234,15.458268483617866,13.438101363400017,12.691929257253822,17.366643852500765,14.56456522273189,14.475603295040644,15.106224845737895,Araneidae,Araneus,seminiger,2175613.0,urn:lsid:nmbe.ch:spidersp:015191,Unknown,Female,2017-05-25,Japan,14.0,0.175,0.059,6.85,1.22,0.98,0.1,32.9,6.4,229.0,284.0,303.0,19.0,33.4,0.5,7.95,0.07,10.4,45.8,3.3
192,5532-W1_S4,5532.0,DRR165465,-,Neoscona,Araneidae,5.813544185045014,5.356121972390922,1.0,1.584962500721156,7.840089877487154,5.922423133835724,5.426264754702098,6.268551544161165,0.0,6.598898506145184,5.087462841250339,13.219831356733764,Araneidae,Neoscona,sp. (OTU0257),2507266.0,,Unknown,Female,2017-06-10,China,,0.06,0.014,2.9,0.78,0.82,0.14,19.1,2.8,,,,13.0,30.9,5.1,0.8,0.04,,,
193,5556-W1_S6,5556.0,DRR165467,scylloides,Neoscona,Araneidae,17.32221768264936,14.108124813944483,12.5752826658545,6.6914043500243805,17.566392454659972,17.94666319350657,14.30794095910254,14.42469399078091,4.392317422778761,17.863774314787584,11.657409111140142,14.74407604073004,Araneidae,Neoscona,scylloides,1112446.0,urn:lsid:nmbe.ch:spidersp:016751,Unknown,Female,2017-06-10,China,7.0,0.149,0.046,4.92,1.46,1.0,0.09,28.4,5.2,223.0,293.0,311.0,10.0,54.2,8.9,0.45,0.03,2.5,,
194,5564-W1_S7,5564.0,DRR165468,-,Araneus,Araneidae,9.035055501625871,9.013285317819145,4.902282489586569,1.584962500721156,8.834572556522092,6.4087760473046576,6.364548095365989,8.361798444489645,1.00000020002244,7.6986349782293075,7.423872175851557,13.378528251589797,Araneidae,Araneus,sp. (OTU0080),2507252.0,,Unknown,Unknown,2017-06-10,China,,0.267,0.136,4.61,1.13,1.97,0.19,31.3,11.9,263.0,297.0,311.0,12.0,70.2,10.7,0.35,0.03,2.1,,
196,5570-W1_S9,5570.0,DRR165470,-,Neoscona,Araneidae,7.490055340470289,7.649607986918349,3.169925001442312,1.0,9.020481467475417,9.501210620726832,6.653168580552182,8.99756414503554,0.0,7.2682191747653295,6.505491820493071,14.459903003150696,Araneidae,Neoscona,sp. (OTU0257),2507266.0,,Unknown,Male,2017-06-10,China,6.0,0.103,0.024,5.42,0.85,1.2,0.17,23.4,4.7,,,,7.0,39.3,11.7,0.69,0.09,,,
197,5580-W1_S10,5580.0,DRR165471,-,Araneus,Araneidae,8.70853996594955,6.3471628876239015,4.222726521124427,1.0,7.3211390856586975,5.387403302185701,4.5340865106149515,6.511128800334405,0.0,6.925633240765729,6.879123596855,12.01627697453721,Araneidae,Araneus,sp. (OTU0080),2507252.0,,Unknown,Unknown,2017-06-11,China,,0.074,0.04,4.29,0.66,0.74,0.15,20.3,6.8,,,,9.0,60.8,7.8,0.96,0.04,,,
200,5612-W1_S13,5612.0,DRR165474,tepidariorum,Parasteatoda,Theridiidae,15.71185167100826,6.807438003442237,8.566054038171092,6.768184324776926,14.915739624522118,10.25484260128996,6.197708157955851,14.023271264952799,4.408976074851502,5.6508225643994985,7.50248933463349,12.578529305008365,Theridiidae,Parasteatoda,tepidariorum,114398.0,urn:lsid:nmbe.ch:spidersp:006870,Unknown,Male,2017-06-11,China,3.0,0.12,0.044,9.67,2.78,1.6,0.15,15.0,4.1,,,,,47.5,7.1,0.54,0.03,,,
202,5621-W1_S16,5621.0,DRR165477,tepidariorum,Parasteatoda,Theridiidae,18.663468608434307,6.868306370228784,7.870364719583405,6.606210800279359,12.32758567103448,12.416094296754094,5.714245517666122,13.198067440283877,13.399319288562667,12.583774567151464,8.544036667731222,14.691953394209975,Theridiidae,Parasteatoda,tepidariorum,114398.0,urn:lsid:nmbe.ch:spidersp:006870,Unknown,Female,2017-06-11,China,7.0,0.306,0.088,10.9,2.25,2.23,0.4,27.1,3.1,231.0,280.0,300.0,12.0,37.2,5.0,0.71,0.04,9.0,,
203,5654-W1_S1,5654.0,DRR297177,sakiedaorum,Eriovixia,Araneidae,15.300207663604098,18.12348557572157,7.68754470245201,6.832582965863689,11.89216298344316,1.584962500721156,5.129283016944966,14.335819487753652,0.0,6.6865005271832185,11.280340753732942,15.271718071621292,Araneidae,Eriovixia,sakiedaorum,2337407.0,urn:lsid:nmbe.ch:spidersp:015903,Unknown,Male,2017-06-27,Japan,3.0,0.118,0.032,6.53,1.26,1.16,0.14,18.9,3.8,,,,,43.7,6.8,0.54,0.02,,,
204,5659-W1_S20,5659.0,DRR297812,labiata,Rhomphaea,Theridiidae,13.666250344846206,7.880710377991162,7.658211482751795,7.328080136160328,5.832890014164741,14.658378876663654,5.807354922057604,14.229866842191985,16.07522775485569,7.832890020492352,10.332622065766317,15.901385710625135,Theridiidae,Rhomphaea,labiata,2337631.0,urn:lsid:nmbe.ch:spidersp:007076,Unknown,Female,2017-06-27,Japan,8.0,0.167,0.042,11.0,3.02,1.7,0.17,18.0,2.9,,,,,42.5,4.4,0.57,0.02,,,
205,5771-W1_S21,5771.0,DRR297787,yunohamensis,Yunohamella,Theridiidae,19.25243660255526,5.20945336562895,7.266786540694901,5.129283016944966,12.525276978901996,16.66794108523944,8.407975832613069,12.150381968817848,15.035314609824393,11.897930405255138,6.53915881240987,10.853411953109411,Theridiidae,Yunohamella,yunohamensis,2337715.0,urn:lsid:nmbe.ch:spidersp:008795,Unknown,Female,2017-07-05,Japan,5.0,0.117,0.025,9.54,2.81,1.37,0.18,14.6,1.8,208.0,276.0,296.0,,43.8,5.1,0.57,0.03,9.0,,
208,5792-W1_S24,5792.0,DRR297773,subblanda,Leucauge,Tetragnathidae,17.168767897682883,7.89520051165705,8.070119709797748,6.323061067191428,15.166516179537345,17.164195113636136,13.09160053801363,12.700656450750982,14.889408905537458,17.630690883793168,13.368488936485912,14.76939491439943,Tetragnathidae,Leucauge,subblanda,1933406.0,urn:lsid:nmbe.ch:spidersp:042861,Unknown,Female,2017-07-11,Japan,8.0,0.076,0.051,6.25,2.06,0.96,0.33,14.7,3.8,217.0,278.0,292.0,,49.4,8.2,0.59,0.04,5.6,,
209,5803-W1_S1,5803.0,DRR297218,nagasakiensis,Cyrtarachne,Araneidae,17.870469318287242,8.64748278333085,6.303780748177103,6.449203134050641,13.992315384649302,14.603296626419873,12.73206271409376,13.544360938475526,15.358891328368514,17.229202387893725,10.823486186862176,12.311719806244918,Araneidae,Cyrtarachne,nagasakiensis,386110.0,urn:lsid:nmbe.ch:spidersp:015776,Unknown,Female,2017-07-11,Japan,5.0,0.157,0.034,9.52,1.63,1.53,0.07,19.2,4.0,205.0,275.0,295.0,,69.4,11.4,0.33,0.03,5.8,,
212,5816-W1_S6,5816.0,DRR296473,argiopiformis,Larinia,Araneidae,15.70058382205529,13.827640422902252,6.511798344974445,6.507794640198696,15.495986414805321,16.19147018029885,12.585629766606143,13.266369260271665,16.96742172312648,16.312499406080057,14.532227209929742,13.59611927691708,Araneidae,Larinia,argiopiformis,1112526.0,urn:lsid:nmbe.ch:spidersp:016286,Unknown,Female,2017-07-11,Japan,12.0,0.286,0.117,9.92,1.15,2.45,0.52,27.2,5.5,212.0,276.0,297.0,8.0,43.1,3.7,0.56,0.03,7.1,,
218,5926-W1_S3,5926.0,DRR297573,x-notata,Zygiella,Araneidae,14.762116241282829,16.120420147040573,11.215502665216468,16.120379644653124,13.455070307287963,15.635940002046397,9.936637939002571,13.36112133473479,5.285402218862249,14.321902253240156,11.543170270495057,13.15776136464095,Araneidae,Zygiella,x-notata,389061.0,urn:lsid:nmbe.ch:spidersp:017187,Unknown,Unknown,2017-07-22,United Kingdom,6.0,0.079,0.028,5.87,1.45,0.75,0.12,14.7,4.8,,,,,67.3,11.9,0.57,0.03,,,
219,5938-W1_S5,5938.0,DRR297862,mengei,Metellina,Tetragnathidae,17.84652958482871,5.661071167891795,7.451211111832329,5.542264226098347,14.328043750429078,15.454587320576884,12.46286609567496,12.378836702375503,6.321928094887363,16.185091925082023,9.99333992996337,13.9447007994418,Tetragnathidae,Metellina,mengei,500646.0,urn:lsid:nmbe.ch:spidersp:013917,Unknown,Male,2017-07-22,United Kingdom,,0.073,0.031,3.39,0.66,0.88,0.2,17.9,7.1,274.0,306.0,328.0,,41.5,7.3,0.56,0.03,21.4,,
220,5944-W1_S6,5944.0,DRR296867,merianae,Metellina,Tetragnathidae,17.391946716614086,5.587309177836927,7.22881869049588,5.556985416645874,13.310612781659529,2.321928094887362,5.169925001442312,14.888223285263408,4.700439718141092,4.954196310386875,12.891312103000082,18.212864819535387,Tetragnathidae,Metellina,merianae,473146.0,urn:lsid:nmbe.ch:spidersp:013918,Unknown,Male,2017-07-22,United Kingdom,,0.093,0.025,8.74,2.46,1.35,0.21,14.5,2.0,232.0,277.0,295.0,,42.8,4.4,0.54,0.02,21.9,,
223,5996-W1_S18,5996.0,DRR296736,umbratica,Nuctenea,Araneidae,18.670256081536106,10.30813553662369,8.59039509695574,6.409390936137702,17.43453048193199,18.558962314327708,15.396517032126006,14.43462830125691,18.13080024356048,18.270207405069232,11.38675937278882,13.111675617397553,Araneidae,Nuctenea,umbratica,1872065.0,urn:lsid:nmbe.ch:spidersp:016784,Unknown,Female,2017-07-23,United Kingdom,,0.216,0.069,28.6,1.7,2.21,0.36,15.5,4.8,222.0,277.0,299.0,34.0,38.3,6.3,0.43,0.04,6.6,,
224,6019-W1_S22,6019.0,DRR297274,cornutus,Larinioides,Araneidae,19.011266217287847,13.300270887290443,14.979827346790561,6.894817763307944,16.259868708726934,17.065530731668584,15.185004245956254,16.69183123783087,19.732943443503647,17.399723645057477,11.309720338856415,13.80222052340128,Araneidae,Larinioides,cornutus,336591.0,urn:lsid:nmbe.ch:spidersp:016288,Unknown,Female,2017-07-24,United Kingdom,,0.102,0.038,10.7,1.46,1.25,0.2,15.2,3.6,230.0,283.0,298.0,24.0,44.0,7.3,1.74,0.19,6.6,47.3,3.5
225,6048-W1_S1,6048.0,DRR297116,ovata,Enoplognatha,Theridiidae,9.981002069992046,6.879726593081429,8.022367813028454,6.700439718141092,11.04582858698269,12.493355121494906,7.693486957499325,13.692750956118491,15.791362697293891,10.452241242998888,7.266786582642852,16.86498703491952,Theridiidae,Enoplognatha,ovata,81834.0,urn:lsid:nmbe.ch:spidersp:007578,Unknown,Female,2017-07-25,United Kingdom,6.0,0.084,0.071,8.05,1.64,1.32,0.54,13.6,7.0,,,,,50.6,8.2,0.46,0.04,,,
226,6054-W1_S3,6054.0,DRR296675,diadematus,Araneus,Araneidae,20.154291352625435,14.489336674992007,14.299552797777276,7.139551352398794,17.713436530553828,15.870757732324424,12.20199619996036,13.480929718810394,4.807354406809283,14.734559664507039,15.047451047142808,16.050376176193375,Araneidae,Araneus,diadematus,45920.0,urn:lsid:nmbe.ch:spidersp:014834,Unknown,Female,2017-07-25,United Kingdom,11.0,0.082,0.02,6.0,1.22,1.08,0.11,17.8,1.3,240.0,283.0,299.0,13.0,37.6,4.8,1.39,0.04,10.6,38.9,5.1
228,6079-W1_S4,6079.0,DRR296900,montana,Tetragnatha,Tetragnathidae,17.581153353843348,6.820178962415188,8.531381460516313,6.820178962415188,12.879736925971843,16.500854638194767,12.05290818855013,2.807354922057604,13.516441392720019,14.750192072181614,9.199071054905959,14.628465656737937,Tetragnathidae,Tetragnatha,montana,500645.0,urn:lsid:nmbe.ch:spidersp:014265,Unknown,Female,2017-07-26,United Kingdom,9.0,0.104,0.07,5.92,0.44,1.51,0.51,16.2,6.2,,,,,53.0,8.6,0.4,0.03,,,
229,6084-W1_S23,6084.0,DRR297503,merianae,Metellina,Tetragnathidae,16.601941480589737,3.584962500721156,5.672425341971495,3.584962500721156,11.070791789301792,13.125128242016123,11.591054774036781,10.840777923595054,15.622137637119714,13.52150497112538,6.044394119358453,12.937141230324734,Tetragnathidae,Metellina,merianae,473146.0,urn:lsid:nmbe.ch:spidersp:013918,Unknown,Female,2017-07-26,United Kingdom,,0.121,0.036,11.6,4.51,1.43,0.18,16.8,5.7,257.0,283.0,299.0,7.0,40.8,4.2,0.64,0.02,12.0,,
230,6129-W1_S14,6129.0,DRR296917,dispar,Zygiella,Araneidae,14.831925569460697,15.47137542398911,8.330916878114618,15.471121353220118,14.16152838850405,16.217598418867773,11.537703844960788,13.640470904590087,10.339850136467492,16.120217699891874,16.130060790440687,14.178968987921197,Araneidae,Zygiella,dispar,2175612.0,urn:lsid:nmbe.ch:spidersp:017170,Unknown,Female,2017-08-07,Japan,5.0,0.102,0.04,10.4,1.82,1.63,0.18,13.2,2.3,,,,,60.0,12.2,0.36,0.03,,,
232,6266-W1_S16,6266.0,DRR296450,nubilus,Episinus,Theridiidae,12.512781269512283,6.019372786334141,6.475733430966398,5.0,3.807354922057604,9.529430480605795,4.700439718141092,12.43306376512207,18.493542763901278,9.91886324144768,6.177653562549759,11.009824235085878,Theridiidae,Episinus,nubilus,1112416.0,urn:lsid:nmbe.ch:spidersp:007658,Unknown,Female,2017-08-23,Japan,3.0,0.131,0.061,6.31,1.22,1.7,0.36,18.9,4.7,,,,,82.7,10.3,0.33,0.03,,,
233,6323-W1_S17,6323.0,DRR296776,omonaga,Cyclosa,Araneidae,16.948281200853337,9.326429261691073,11.795601581345535,4.807354905724235,15.54928914758979,12.694132527969222,10.872675296536155,13.172265713693378,14.231888910245406,15.326276437212156,10.222604137909016,14.246031638355747,Araneidae,Cyclosa,omonaga,1933405.0,urn:lsid:nmbe.ch:spidersp:015675,Unknown,Female,2017-09-12,Japan,7.0,0.153,0.073,5.35,0.98,1.33,0.47,27.1,5.8,,,,,41.6,4.6,0.62,0.05,,,
234,6327-W1_S18,6327.0,DRR296520,japonica,Cyclosa,Araneidae,17.781710077078355,11.646197482849862,14.175507826175771,6.438073407689861,15.604091584893201,13.976745755237927,12.058334908020331,13.485340417353928,18.16747314227357,15.153125872026438,9.482123573407247,14.938762708314792,Araneidae,Cyclosa,japonica,1112403.0,urn:lsid:nmbe.ch:spidersp:015637,Unknown,Female,2017-09-12,Japan,7.0,0.143,0.062,17.3,4.1,2.42,0.59,12.3,2.8,212.0,276.0,297.0,25.0,50.4,10.6,0.54,0.04,6.5,,
235,6329-W1_S19,6329.0,DRR297442,miniaceus,Argyrodes,Theridiidae,10.965818387153279,6.392317422778761,7.20945336562895,6.189824558880018,14.658660620171512,7.378107720483955,11.032734529963989,13.3320363259787,15.700756650563568,6.2667866171633575,8.205210434371546,12.582167313289087,Theridiidae,Argyrodes,miniaceus,1529486.0,urn:lsid:nmbe.ch:spidersp:007098,Unknown,Female,2017-09-12,Japan,4.0,0.077,0.035,8.62,2.31,1.51,0.43,12.3,2.3,,,,,62.3,7.3,0.38,0.02,,,
237,65-W8_S10,65.0,DRR297546,aemula,Argiope,Araneidae,13.816620860693979,6.539158811108031,6.044394119358453,6.539158811108031,19.339948298305007,17.364481256948405,10.92348987679024,15.475414797883644,19.697868574542856,16.04916890098925,10.976618133893435,15.912548378000391,Araneidae,Argiope,aemula,332528.0,urn:lsid:nmbe.ch:spidersp:015339,Unknown,Female,2014-12-08,Japan,,0.245,0.094,6.5,1.4,1.74,0.8,32.7,7.4,,,,,37.2,17.1,1.89,0.18,,,
238,6544-W1_S6,6544.0,DRR296909,yunohamensis,Yunohamella,Theridiidae,19.915774896339585,6.643856189774724,8.238404739325079,6.584962500721156,14.30897879121594,16.388395953607997,7.219168520462161,14.868388531938313,3.169925001442312,13.897234141380611,7.9863354420971,12.198420446956625,Theridiidae,Yunohamella,yunohamensis,2337715.0,urn:lsid:nmbe.ch:spidersp:008795,Unknown,Unknown,2017-10-11,Japan,3.0,0.112,0.049,13.1,2.8,2.13,0.6,11.2,1.7,,,,,65.7,10.6,0.37,0.02,,,
