lascID,geneName,product,Group,aa_len,tx_len,gene_id,tx_name
LASC008777,slc25a3,Phosphate carrier protein%2C mitochondrial,NA,364,1378,maker-000093F-exonerate_protein2genome-gene-17.0,maker-000093F-exonerate_protein2genome-gene-17.0-mRNA-1
LASC008779,aqp4,"Aquaporin-4,hypothetical protein",NA,312,5857,maker-000093F-exonerate_protein2genome-gene-18.0,maker-000093F-exonerate_protein2genome-gene-18.0-mRNA-1
LASC008786,egr4,"hypothetical protein,Early growth response protein 4",NA,141,423,maker-000093F-exonerate_protein2genome-gene-19.2,maker-000093F-exonerate_protein2genome-gene-19.2-mRNA-1
LASC008788,hagh_2,Hydroxyacylglutathione hydrolase%2C mitochondrial,NA,297,891,maker-000093F-exonerate_protein2genome-gene-20.0,maker-000093F-exonerate_protein2genome-gene-20.0-mRNA-1
LASC008789,smarcb1_smarcb1a,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1",NA,381,1441,maker-000093F-exonerate_protein2genome-gene-20.1,maker-000093F-exonerate_protein2genome-gene-20.1-mRNA-2
LASC008791,LASC008791,hypothetical protein,NA,90,270,maker-000093F-exonerate_protein2genome-gene-21.0,maker-000093F-exonerate_protein2genome-gene-21.0-mRNA-1
LASC008796,snrpg,"Small nuclear ribonucleoprotein G,hypothetical protein",NA,79,582,maker-000093F-exonerate_protein2genome-gene-22.5,maker-000093F-exonerate_protein2genome-gene-22.5-mRNA-1
LASC008799,kcnj12_2,ATP-sensitive inward rectifier potassium channel 12,NA,395,3931,maker-000093F-exonerate_protein2genome-gene-24.2,maker-000093F-exonerate_protein2genome-gene-24.2-mRNA-1
LASC008736,fn3k,Fructosamine-3-kinase,NA,309,1358,maker-000093F-exonerate_protein2genome-gene-4.2,maker-000093F-exonerate_protein2genome-gene-4.2-mRNA-1
LASC008749,uba1,Ubiquitin-like modifier-activating enzyme 1,NA,1065,3822,maker-000093F-exonerate_protein2genome-gene-7.4,maker-000093F-exonerate_protein2genome-gene-7.4-mRNA-1
LASC008758,grxc6_txnrd3,"Thioredoxin reductase 3,Glutaredoxin-C6",NA,562,2831,maker-000093F-exonerate_protein2genome-gene-9.2,maker-000093F-exonerate_protein2genome-gene-9.2-mRNA-1
LASC008805,LASC008805,hypothetical protein,NA,453,2207,maker-000094F-augustus-gene-1.7,maker-000094F-augustus-gene-1.7-mRNA-1
LASC008848,poxn,Paired box pox-neuro protein,NA,143,429,maker-000094F-augustus-gene-22.9,maker-000094F-augustus-gene-22.9-mRNA-1
LASC008816,LASC008816,hypothetical protein,NA,323,1718,maker-000094F-augustus-gene-5.19,maker-000094F-augustus-gene-5.19-mRNA-1
LASC008804,coro7,Coronin-7,NA,998,5417,maker-000094F-est_gff_StringTie-gene-1.1,maker-000094F-est_gff_StringTie-gene-1.1-mRNA-1
LASC008806,atg2b,Autophagy-related protein 2 homolog B,NA,1990,7478,maker-000094F-est_gff_StringTie-gene-1.2,maker-000094F-est_gff_StringTie-gene-1.2-mRNA-1
LASC008828,sowaha_sowahb_sowahc,"hypothetical protein,Ankyrin repeat domain-containing protein SOWAHC,Ankyrin repeat domain-containing protein SOWAHB,Ankyrin repeat domain-containing protein SOWAHA",NA,488,4861,maker-000094F-est_gff_StringTie-gene-10.1,maker-000094F-est_gff_StringTie-gene-10.1-mRNA-1
LASC008831,thap6_2,THAP domain-containing protein 6,NA,133,428,maker-000094F-est_gff_StringTie-gene-13.0,maker-000094F-est_gff_StringTie-gene-13.0-mRNA-1
LASC008834,cyp49a1,Probable cytochrome P450 49a1,NA,525,1984,maker-000094F-est_gff_StringTie-gene-16.0,maker-000094F-est_gff_StringTie-gene-16.0-mRNA-2
LASC008835,cyp49a1_2,Probable cytochrome P450 49a1,NA,523,4053,maker-000094F-est_gff_StringTie-gene-16.2,maker-000094F-est_gff_StringTie-gene-16.2-mRNA-2
LASC008836,shcbp1-a,"SHC SH2 domain-binding protein 1 homolog A,hypothetical protein",NA,590,2396,maker-000094F-est_gff_StringTie-gene-16.3,maker-000094F-est_gff_StringTie-gene-16.3-mRNA-1
LASC008833,LASC008833,hypothetical protein,NA,118,439,maker-000094F-est_gff_StringTie-gene-16.4,maker-000094F-est_gff_StringTie-gene-16.4-mRNA-1
LASC008837,LASC008837,hypothetical protein,NA,146,438,maker-000094F-est_gff_StringTie-gene-17.0,maker-000094F-est_gff_StringTie-gene-17.0-mRNA-1
LASC008838,plekhg4,Puratrophin-1,NA,1931,7263,maker-000094F-est_gff_StringTie-gene-19.1,maker-000094F-est_gff_StringTie-gene-19.1-mRNA-1
LASC008808,lins1,"hypothetical protein,Protein Lines homolog 1",NA,586,2300,maker-000094F-est_gff_StringTie-gene-2.1,maker-000094F-est_gff_StringTie-gene-2.1-mRNA-4
LASC008809,LASC008809,hypothetical protein,NA,312,1495,maker-000094F-est_gff_StringTie-gene-2.2,maker-000094F-est_gff_StringTie-gene-2.2-mRNA-2
LASC008843,LASC008843,hypothetical protein,NA,89,427,maker-000094F-est_gff_StringTie-gene-20.4,maker-000094F-est_gff_StringTie-gene-20.4-mRNA-1
LASC008846,pomgnt1,Protein O-linked-mannose beta-1%2C2-N-acetylglucosaminyltransferase 1,NA,663,4524,maker-000094F-est_gff_StringTie-gene-21.1,maker-000094F-est_gff_StringTie-gene-21.1-mRNA-1
LASC008849,tun_wdyhv1,Protein N-terminal glutamine amidohydrolase,NA,215,1217,maker-000094F-est_gff_StringTie-gene-22.1,maker-000094F-est_gff_StringTie-gene-22.1-mRNA-1
LASC008847,rtca,RNA 3'-terminal phosphate cyclase,NA,365,1498,maker-000094F-est_gff_StringTie-gene-22.2,maker-000094F-est_gff_StringTie-gene-22.2-mRNA-4
LASC008850,LASC008850,hypothetical protein,NA,176,1618,maker-000094F-est_gff_StringTie-gene-23.2,maker-000094F-est_gff_StringTie-gene-23.2-mRNA-2
LASC008852,LASC008852,hypothetical protein,NA,719,2349,maker-000094F-est_gff_StringTie-gene-23.3,maker-000094F-est_gff_StringTie-gene-23.3-mRNA-1
LASC008853,cnga2,Cyclic nucleotide-gated olfactory channel,NA,967,3495,maker-000094F-est_gff_StringTie-gene-24.0,maker-000094F-est_gff_StringTie-gene-24.0-mRNA-1
LASC008855,LASC008855,hypothetical protein,NA,471,1637,maker-000094F-est_gff_StringTie-gene-25.1,maker-000094F-est_gff_StringTie-gene-25.1-mRNA-1
LASC008856,eif2d,Eukaryotic translation initiation factor 2D,NA,579,2131,maker-000094F-est_gff_StringTie-gene-25.3,maker-000094F-est_gff_StringTie-gene-25.3-mRNA-1
LASC008858,robo2,Roundabout homolog 2,NA,1359,11393,maker-000094F-est_gff_StringTie-gene-26.0,maker-000094F-est_gff_StringTie-gene-26.0-mRNA-1
LASC008812,LASC008812,hypothetical protein,NA,40,300,maker-000094F-est_gff_StringTie-gene-3.0,maker-000094F-est_gff_StringTie-gene-3.0-mRNA-1
LASC008810,LASC008810,hypothetical protein,NA,56,275,maker-000094F-est_gff_StringTie-gene-3.1,maker-000094F-est_gff_StringTie-gene-3.1-mRNA-1
LASC008811,LASC008811,hypothetical protein,NA,312,1538,maker-000094F-est_gff_StringTie-gene-3.2,maker-000094F-est_gff_StringTie-gene-3.2-mRNA-1
LASC008815,LASC008815,hypothetical protein,NA,217,1370,maker-000094F-est_gff_StringTie-gene-4.1,maker-000094F-est_gff_StringTie-gene-4.1-mRNA-3
LASC008813,LASC008813,hypothetical protein,NA,361,3994,maker-000094F-est_gff_StringTie-gene-5.0,maker-000094F-est_gff_StringTie-gene-5.0-mRNA-1
LASC008817,LASC008817,hypothetical protein,NA,253,1854,maker-000094F-est_gff_StringTie-gene-5.2,maker-000094F-est_gff_StringTie-gene-5.2-mRNA-1
LASC008818,LASC008818,hypothetical protein,NA,106,318,maker-000094F-est_gff_StringTie-gene-5.3,maker-000094F-est_gff_StringTie-gene-5.3-mRNA-1
LASC008819,LASC008819,hypothetical protein,NA,48,300,maker-000094F-est_gff_StringTie-gene-5.4,maker-000094F-est_gff_StringTie-gene-5.4-mRNA-2
LASC008820,raph1_mig-10,"hypothetical protein,Abnormal cell migration protein 10,Ras-associated and pleckstrin homology domains-containing protein 1",NA,1123,9787,maker-000094F-est_gff_StringTie-gene-7.0,maker-000094F-est_gff_StringTie-gene-7.0-mRNA-1
LASC008822,hsd17b4,Peroxisomal multifunctional enzyme type 2,NA,1126,4059,maker-000094F-est_gff_StringTie-gene-7.1,maker-000094F-est_gff_StringTie-gene-7.1-mRNA-1
LASC008821,LASC008821,hypothetical protein,NA,101,445,maker-000094F-est_gff_StringTie-gene-7.2,maker-000094F-est_gff_StringTie-gene-7.2-mRNA-1
LASC008826,LASC008826,hypothetical protein,NA,119,726,maker-000094F-est_gff_StringTie-gene-9.1,maker-000094F-est_gff_StringTie-gene-9.1-mRNA-1
LASC008840,isca1,Iron-sulfur cluster assembly 1 homolog%2C mitochondrial,NA,130,390,maker-000094F-exonerate_protein2genome-gene-19.0,maker-000094F-exonerate_protein2genome-gene-19.0-mRNA-1
LASC008839,ampd2,AMP deaminase 2,NA,811,5915,maker-000094F-exonerate_protein2genome-gene-20.0,maker-000094F-exonerate_protein2genome-gene-20.0-mRNA-1
LASC008841,alkbh2_135,DNA oxidative demethylase ALKBH2,NA,187,561,maker-000094F-exonerate_protein2genome-gene-20.1,maker-000094F-exonerate_protein2genome-gene-20.1-mRNA-1
LASC008842,alkbh2_72,DNA oxidative demethylase ALKBH2,NA,196,588,maker-000094F-exonerate_protein2genome-gene-20.2,maker-000094F-exonerate_protein2genome-gene-20.2-mRNA-1
LASC008851,eml1,Echinoderm microtubule-associated protein-like 1,NA,906,5421,maker-000094F-exonerate_protein2genome-gene-23.1,maker-000094F-exonerate_protein2genome-gene-23.1-mRNA-1
LASC008857,vangl1,Vang-like protein 1,NA,561,2081,maker-000094F-exonerate_protein2genome-gene-25.0,maker-000094F-exonerate_protein2genome-gene-25.0-mRNA-2
LASC008862,srsf7_2,"Serine/arginine-rich, splicing, factor, 7,hypothetical, protein",NA,201,1043,maker-000095F-augustus-gene-0.2,maker-000095F-augustus-gene-0.2-mRNA-2
LASC008895,zmym1,"Zinc, finger, MYM-type, protein, 1",NA,438,3293,maker-000095F-augustus-gene-10.1,maker-000095F-augustus-gene-10.1-mRNA-1
LASC008906,LASC008906,"hypothetical, protein",NA,305,959,maker-000095F-augustus-gene-14.0,maker-000095F-augustus-gene-14.0-mRNA-1
LASC008911,cht10_2,"Probable, chitinase, 10",NA,141,628,maker-000095F-augustus-gene-16.12,maker-000095F-augustus-gene-16.12-mRNA-1
LASC008914,chit1_5,Chitotriosidase-1,NA,250,835,maker-000095F-augustus-gene-16.15,maker-000095F-augustus-gene-16.15-mRNA-1
LASC008915,chit1_2,Chitotriosidase-1,NA,362,1086,maker-000095F-augustus-gene-16.16,maker-000095F-augustus-gene-16.16-mRNA-1
LASC008926,tmem189,"Transmembrane, protein, 189",NA,308,14522,maker-000095F-augustus-gene-19.1,maker-000095F-augustus-gene-19.1-mRNA-1
LASC008937,LASC008937,"hypothetical, protein",NA,160,480,maker-000095F-augustus-gene-24.5,maker-000095F-augustus-gene-24.5-mRNA-1
LASC008891,shv,"DnaJ, homolog, shv",NA,362,2368,maker-000095F-augustus-gene-9.1,maker-000095F-augustus-gene-9.1-mRNA-2
LASC008865,LASC008865,"hypothetical, protein",NA,323,1552,maker-000095F-est_gff_StringTie-gene-0.4,maker-000095F-est_gff_StringTie-gene-0.4-mRNA-1
LASC008867,LASC008867,"hypothetical, protein",NA,108,580,maker-000095F-est_gff_StringTie-gene-0.5,maker-000095F-est_gff_StringTie-gene-0.5-mRNA-1
LASC008860,LASC008860,"hypothetical, protein",NA,63,317,maker-000095F-est_gff_StringTie-gene-0.6,maker-000095F-est_gff_StringTie-gene-0.6-mRNA-1
LASC008863,LASC008863,"hypothetical, protein",NA,32,215,maker-000095F-est_gff_StringTie-gene-0.7,maker-000095F-est_gff_StringTie-gene-0.7-mRNA-1
LASC008868,LASC008868,"hypothetical, protein",NA,110,1744,maker-000095F-est_gff_StringTie-gene-1.0,maker-000095F-est_gff_StringTie-gene-1.0-mRNA-2
LASC008869,LASC008869,"hypothetical, protein",NA,50,238,maker-000095F-est_gff_StringTie-gene-1.1,maker-000095F-est_gff_StringTie-gene-1.1-mRNA-1
LASC008892,LASC008892,"hypothetical, protein",NA,78,436,maker-000095F-est_gff_StringTie-gene-10.0,maker-000095F-est_gff_StringTie-gene-10.0-mRNA-1
LASC008893,sen1,"Helicase, sen1",NA,3001,14840,maker-000095F-est_gff_StringTie-gene-10.1,maker-000095F-est_gff_StringTie-gene-10.1-mRNA-1
LASC008900,LASC008900,"hypothetical, protein",NA,471,4100,maker-000095F-est_gff_StringTie-gene-11.2,maker-000095F-est_gff_StringTie-gene-11.2-mRNA-1
LASC008901,znf367,"Zinc, finger, protein, 367",NA,429,1521,maker-000095F-est_gff_StringTie-gene-11.3,maker-000095F-est_gff_StringTie-gene-11.3-mRNA-1
LASC008894,LASC008894,"hypothetical, protein",NA,386,1819,maker-000095F-est_gff_StringTie-gene-11.4,maker-000095F-est_gff_StringTie-gene-11.4-mRNA-1
LASC008896,LASC008896,"hypothetical, protein",NA,90,270,maker-000095F-est_gff_StringTie-gene-11.6,maker-000095F-est_gff_StringTie-gene-11.6-mRNA-1
LASC008902,LASC008902,"hypothetical, protein",NA,47,347,maker-000095F-est_gff_StringTie-gene-13.0,maker-000095F-est_gff_StringTie-gene-13.0-mRNA-1
LASC008903,znf573,"Zinc, finger, protein, 573",NA,2504,11010,maker-000095F-est_gff_StringTie-gene-13.1,maker-000095F-est_gff_StringTie-gene-13.1-mRNA-1
LASC008905,ak5,"hypothetical, protein,Adenylate, kinase, isoenzyme, 5",NA,508,1524,maker-000095F-est_gff_StringTie-gene-15.1,maker-000095F-est_gff_StringTie-gene-15.1-mRNA-2
LASC008904,LASC008904,"hypothetical, protein",NA,38,128,maker-000095F-est_gff_StringTie-gene-15.2,maker-000095F-est_gff_StringTie-gene-15.2-mRNA-1
LASC008909,arrdc3,"Arrestin, domain-containing, protein, 3",NA,412,8056,maker-000095F-est_gff_StringTie-gene-15.3,maker-000095F-est_gff_StringTie-gene-15.3-mRNA-1
LASC008910,LASC008910,"hypothetical, protein",NA,56,305,maker-000095F-est_gff_StringTie-gene-15.5,maker-000095F-est_gff_StringTie-gene-15.5-mRNA-1
LASC008916,tbrg1,"Transforming, growth, factor, beta, regulator, 1",NA,375,1796,maker-000095F-est_gff_StringTie-gene-16.2,maker-000095F-est_gff_StringTie-gene-16.2-mRNA-1
LASC008917,LASC008917,"hypothetical, protein",NA,410,1746,maker-000095F-est_gff_StringTie-gene-17.1,maker-000095F-est_gff_StringTie-gene-17.1-mRNA-1
LASC008918,LASC008918,"hypothetical, protein",NA,773,6490,maker-000095F-est_gff_StringTie-gene-17.2,maker-000095F-est_gff_StringTie-gene-17.2-mRNA-2
LASC008919,sav1,"Protein, salvador, homolog, 1",NA,586,2766,maker-000095F-est_gff_StringTie-gene-17.3,maker-000095F-est_gff_StringTie-gene-17.3-mRNA-1
LASC008920,LASC008920,"hypothetical, protein",NA,254,2361,maker-000095F-est_gff_StringTie-gene-17.4,maker-000095F-est_gff_StringTie-gene-17.4-mRNA-1
LASC008921,LASC008921,"hypothetical, protein",NA,162,486,maker-000095F-est_gff_StringTie-gene-17.5,maker-000095F-est_gff_StringTie-gene-17.5-mRNA-1
LASC008924,arid4b_arid4a,"AT-rich, interactive, domain-containing, protein, 4B,AT-rich, interactive, domain-containing, protein, 4A",NA,2268,10792,maker-000095F-est_gff_StringTie-gene-18.0,maker-000095F-est_gff_StringTie-gene-18.0-mRNA-1
LASC008870,LASC008870,"hypothetical, protein",NA,2006,6560,maker-000095F-est_gff_StringTie-gene-2.0,maker-000095F-est_gff_StringTie-gene-2.0-mRNA-1
LASC008872,ksr2_ksr1,"Kinase, suppressor, of, Ras, 2,Kinase, suppressor, of, Ras, 1",NA,924,7705,maker-000095F-est_gff_StringTie-gene-2.1,maker-000095F-est_gff_StringTie-gene-2.1-mRNA-1
LASC008871,LASC008871,"hypothetical, protein",NA,85,482,maker-000095F-est_gff_StringTie-gene-2.2,maker-000095F-est_gff_StringTie-gene-2.2-mRNA-1
LASC008873,rph3al_rph3a,"Rab, effector, Noc2,Rabphilin-3A",NA,310,2089,maker-000095F-est_gff_StringTie-gene-2.3,maker-000095F-est_gff_StringTie-gene-2.3-mRNA-2
LASC008929,LASC008929,"hypothetical, protein",NA,74,828,maker-000095F-est_gff_StringTie-gene-21.0,maker-000095F-est_gff_StringTie-gene-21.0-mRNA-2
LASC008930,LASC008930,"hypothetical, protein",NA,60,311,maker-000095F-est_gff_StringTie-gene-22.1,maker-000095F-est_gff_StringTie-gene-22.1-mRNA-1
LASC008932,golim4,"Golgi, integral, membrane, protein, 4,hypothetical, protein",NA,562,4452,maker-000095F-est_gff_StringTie-gene-23.5,maker-000095F-est_gff_StringTie-gene-23.5-mRNA-8
LASC008940,ppfibp2_ppfibp1,"Liprin-beta-1,Liprin-beta-2",NA,970,4293,maker-000095F-est_gff_StringTie-gene-25.0,maker-000095F-est_gff_StringTie-gene-25.0-mRNA-2
LASC008875,hip1r_hip1,"Huntingtin-interacting, protein, 1,Huntingtin-interacting, protein, 1-related, protein",NA,1001,5957,maker-000095F-est_gff_StringTie-gene-3.1,maker-000095F-est_gff_StringTie-gene-3.1-mRNA-1
LASC008876,rad51d,"hypothetical, protein,DNA, repair, protein, RAD51, homolog, 4",NA,230,972,maker-000095F-est_gff_StringTie-gene-3.2,maker-000095F-est_gff_StringTie-gene-3.2-mRNA-1
LASC008881,dgcr8,"Microprocessor, complex, subunit, DGCR8",NA,1176,6433,maker-000095F-est_gff_StringTie-gene-5.0,maker-000095F-est_gff_StringTie-gene-5.0-mRNA-1
LASC008882,LASC008882,"hypothetical, protein",NA,209,2455,maker-000095F-est_gff_StringTie-gene-5.1,maker-000095F-est_gff_StringTie-gene-5.1-mRNA-2
LASC008885,trafd1_xaf1,"TRAF-type, zinc, finger, domain-containing, protein, 1,XIAP-associated, factor, 1",NA,370,3250,maker-000095F-est_gff_StringTie-gene-7.0,maker-000095F-est_gff_StringTie-gene-7.0-mRNA-1
LASC008886,trafd1,"TRAF-type, zinc, finger, domain-containing, protein, 1",NA,1259,7268,maker-000095F-est_gff_StringTie-gene-8.0,maker-000095F-est_gff_StringTie-gene-8.0-mRNA-1
LASC008887,LASC008887,"hypothetical, protein",NA,66,443,maker-000095F-est_gff_StringTie-gene-8.1,maker-000095F-est_gff_StringTie-gene-8.1-mRNA-1
LASC008889,LASC008889,"hypothetical, protein",NA,323,8433,maker-000095F-est_gff_StringTie-gene-8.2,maker-000095F-est_gff_StringTie-gene-8.2-mRNA-2
LASC008861,mrps28,"28S, ribosomal, protein, S28%2C, mitochondrial",NA,136,1536,maker-000095F-exonerate_protein2genome-gene-0.0,maker-000095F-exonerate_protein2genome-gene-0.0-mRNA-1
LASC008864,rps27l_rps27,"40S, ribosomal, protein, S27,40S, ribosomal, protein, S27-like",NA,85,255,maker-000095F-exonerate_protein2genome-gene-0.1,maker-000095F-exonerate_protein2genome-gene-0.1-mRNA-1
LASC008899,psmc2,"26S, proteasome, regulatory, subunit, 7",NA,434,1466,maker-000095F-exonerate_protein2genome-gene-11.0,maker-000095F-exonerate_protein2genome-gene-11.0-mRNA-1
LASC008907,LASC008907,"hypothetical, protein",NA,375,1579,maker-000095F-exonerate_protein2genome-gene-14.3,maker-000095F-exonerate_protein2genome-gene-14.3-mRNA-1
LASC008908,rpl36,"60S, ribosomal, protein, L36",NA,110,547,maker-000095F-exonerate_protein2genome-gene-15.0,maker-000095F-exonerate_protein2genome-gene-15.0-mRNA-1
LASC008922,alkbh2_192,"DNA, oxidative, demethylase, ALKBH2",NA,122,366,maker-000095F-exonerate_protein2genome-gene-18.1,maker-000095F-exonerate_protein2genome-gene-18.1-mRNA-1
LASC008923,alkbh2_64,"DNA, oxidative, demethylase, ALKBH2",NA,122,366,maker-000095F-exonerate_protein2genome-gene-18.2,maker-000095F-exonerate_protein2genome-gene-18.2-mRNA-1
LASC008925,LASC008925,"hypothetical, protein",NA,383,4961,maker-000095F-exonerate_protein2genome-gene-19.2,maker-000095F-exonerate_protein2genome-gene-19.2-mRNA-1
LASC008874,nxn,Nucleoredoxin,NA,321,6950,maker-000095F-exonerate_protein2genome-gene-2.5,maker-000095F-exonerate_protein2genome-gene-2.5-mRNA-1
LASC008933,pdcl_cg7650,"Phosducin-like, protein",NA,287,3675,maker-000095F-exonerate_protein2genome-gene-23.0,maker-000095F-exonerate_protein2genome-gene-23.0-mRNA-1
LASC008934,cdk7,"Cyclin-dependent, kinase, 7",NA,348,1044,maker-000095F-exonerate_protein2genome-gene-23.1,maker-000095F-exonerate_protein2genome-gene-23.1-mRNA-1
LASC008936,ube2m,"NEDD8-conjugating, enzyme, Ubc12",NA,183,5792,maker-000095F-exonerate_protein2genome-gene-23.2,maker-000095F-exonerate_protein2genome-gene-23.2-mRNA-1
LASC008935,rps16_2,"40S, ribosomal, protein, S16",NA,149,1121,maker-000095F-exonerate_protein2genome-gene-23.3,maker-000095F-exonerate_protein2genome-gene-23.3-mRNA-1
LASC008877,golga7,"Golgin, subfamily, A, member, 7",NA,143,429,maker-000095F-exonerate_protein2genome-gene-3.0,maker-000095F-exonerate_protein2genome-gene-3.0-mRNA-1
LASC008878,znf182_4,"Zinc, finger, protein, 182,hypothetical, protein",NA,91,273,maker-000095F-exonerate_protein2genome-gene-4.0,maker-000095F-exonerate_protein2genome-gene-4.0-mRNA-1
LASC008883,tbx1-b_tbx1,"T-box, transcription, factor, TBX1-B,T-box, transcription, factor, TBX1",NA,469,1662,maker-000095F-exonerate_protein2genome-gene-6.1,maker-000095F-exonerate_protein2genome-gene-6.1-mRNA-1
LASC008981,dus1l_2,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like,NA,413,1612,maker-000096F-augustus-gene-20.7,maker-000096F-augustus-gene-20.7-mRNA-2
LASC008984,fgf1,Putative fibroblast growth factor 1,NA,99,297,maker-000096F-augustus-gene-21.2,maker-000096F-augustus-gene-21.2-mRNA-1
LASC008990,LASC008990,hypothetical protein,NA,158,1240,maker-000096F-augustus-gene-21.4,maker-000096F-augustus-gene-21.4-mRNA-1
LASC008996,prdm12,PR domain zinc finger protein 12,NA,452,1935,maker-000096F-augustus-gene-23.0,maker-000096F-augustus-gene-23.0-mRNA-1
LASC008993,cubn_8,Cubilin,NA,971,2913,maker-000096F-augustus-gene-23.1,maker-000096F-augustus-gene-23.1-mRNA-1
LASC009002,faim,Fas apoptotic inhibitory molecule 1,NA,303,7269,maker-000096F-augustus-gene-24.10,maker-000096F-augustus-gene-24.10-mRNA-1
LASC008967,LASC008967,hypothetical protein,NA,103,431,maker-000096F-augustus-gene-4.0,maker-000096F-augustus-gene-4.0-mRNA-1
LASC008966,nas-6_2,"hypothetical protein,Zinc metalloproteinase nas-6",NA,490,1528,maker-000096F-augustus-gene-4.4,maker-000096F-augustus-gene-4.4-mRNA-1
LASC008958,LASC008958,hypothetical protein,NA,151,1047,maker-000096F-est_gff_StringTie-gene-0.0,maker-000096F-est_gff_StringTie-gene-0.0-mRNA-1
LASC008959,pabp2,Polyadenylate-binding protein 2,NA,209,3411,maker-000096F-est_gff_StringTie-gene-1.0,maker-000096F-est_gff_StringTie-gene-1.0-mRNA-1
LASC008976,LASC008976,hypothetical protein,NA,30,219,maker-000096F-est_gff_StringTie-gene-11.0,maker-000096F-est_gff_StringTie-gene-11.0-mRNA-1
LASC008977,LASC008977,hypothetical protein,NA,34,242,maker-000096F-est_gff_StringTie-gene-16.0,maker-000096F-est_gff_StringTie-gene-16.0-mRNA-1
LASC008978,LASC008978,hypothetical protein,NA,64,330,maker-000096F-est_gff_StringTie-gene-18.0,maker-000096F-est_gff_StringTie-gene-18.0-mRNA-1
LASC008979,LASC008979,hypothetical protein,NA,64,212,maker-000096F-est_gff_StringTie-gene-19.0,maker-000096F-est_gff_StringTie-gene-19.0-mRNA-1
LASC008960,armc9,"LisH domain-containing protein ARMC9,hypothetical protein",NA,728,2766,maker-000096F-est_gff_StringTie-gene-2.1,maker-000096F-est_gff_StringTie-gene-2.1-mRNA-4
LASC008962,rassf2,Ras association domain-containing protein 2,NA,443,6230,maker-000096F-est_gff_StringTie-gene-2.2,maker-000096F-est_gff_StringTie-gene-2.2-mRNA-1
LASC008986,LASC008986,hypothetical protein,NA,95,309,maker-000096F-est_gff_StringTie-gene-21.3,maker-000096F-est_gff_StringTie-gene-21.3-mRNA-1
LASC008989,LASC008989,hypothetical protein,NA,74,308,maker-000096F-est_gff_StringTie-gene-21.4,maker-000096F-est_gff_StringTie-gene-21.4-mRNA-1
LASC008994,LASC008994,hypothetical protein,NA,112,336,maker-000096F-est_gff_StringTie-gene-23.1,maker-000096F-est_gff_StringTie-gene-23.1-mRNA-1
LASC008995,LASC008995,hypothetical protein,NA,161,591,maker-000096F-est_gff_StringTie-gene-23.2,maker-000096F-est_gff_StringTie-gene-23.2-mRNA-1
LASC008999,carnmt1,Carnosine N-methyltransferase,NA,376,1512,maker-000096F-est_gff_StringTie-gene-24.2,maker-000096F-est_gff_StringTie-gene-24.2-mRNA-4
LASC009001,LASC009001,hypothetical protein,NA,39,219,maker-000096F-est_gff_StringTie-gene-24.3,maker-000096F-est_gff_StringTie-gene-24.3-mRNA-1
LASC009003,tfe3_2,Transcription factor E3,NA,552,6799,maker-000096F-est_gff_StringTie-gene-25.2,maker-000096F-est_gff_StringTie-gene-25.2-mRNA-1
LASC009006,LASC009006,hypothetical protein,NA,69,360,maker-000096F-est_gff_StringTie-gene-25.3,maker-000096F-est_gff_StringTie-gene-25.3-mRNA-1
LASC009004,LASC009004,hypothetical protein,NA,150,1914,maker-000096F-est_gff_StringTie-gene-25.4,maker-000096F-est_gff_StringTie-gene-25.4-mRNA-1
LASC009005,lrig3_3,Leucine-rich repeats and immunoglobulin-like domains protein 3,NA,1076,8253,maker-000096F-est_gff_StringTie-gene-25.5,maker-000096F-est_gff_StringTie-gene-25.5-mRNA-1
LASC008964,glra1_3,Glycine receptor subunit alpha-1,NA,472,2891,maker-000096F-est_gff_StringTie-gene-3.1,maker-000096F-est_gff_StringTie-gene-3.1-mRNA-1
LASC008968,xpot,Exportin-T,NA,967,6514,maker-000096F-est_gff_StringTie-gene-4.1,maker-000096F-est_gff_StringTie-gene-4.1-mRNA-1
LASC008971,LASC008971,hypothetical protein,NA,79,559,maker-000096F-est_gff_StringTie-gene-5.0,maker-000096F-est_gff_StringTie-gene-5.0-mRNA-1
LASC008970,LASC008970,hypothetical protein,NA,63,255,maker-000096F-est_gff_StringTie-gene-5.2,maker-000096F-est_gff_StringTie-gene-5.2-mRNA-1
LASC008972,LASC008972,hypothetical protein,NA,33,210,maker-000096F-est_gff_StringTie-gene-7.0,maker-000096F-est_gff_StringTie-gene-7.0-mRNA-1
LASC008973,LASC008973,hypothetical protein,NA,81,595,maker-000096F-est_gff_StringTie-gene-8.0,maker-000096F-est_gff_StringTie-gene-8.0-mRNA-1
LASC008974,LASC008974,hypothetical protein,NA,121,415,maker-000096F-est_gff_StringTie-gene-8.1,maker-000096F-est_gff_StringTie-gene-8.1-mRNA-1
LASC008980,vsna1,Defensin,NA,30,90,maker-000096F-exonerate_protein2genome-gene-20.0,maker-000096F-exonerate_protein2genome-gene-20.0-mRNA-1
LASC008987,ube2l3_2,Ubiquitin-conjugating enzyme E2 L3,NA,155,465,maker-000096F-exonerate_protein2genome-gene-21.0,maker-000096F-exonerate_protein2genome-gene-21.0-mRNA-1
